INFO:RnnAgent:Aug mode is None, geo is 0.5, small_label is 0 small_prop is 0.5
INFO:RnnAgent:Training epoch 0 | loss: 0.6519 - accuracy: 0.61618
INFO:RnnAgent:Validating epoch 0 | loss: 0.57904 - accuracy: 0.76147
INFO:RnnAgent:Training epoch 1 | loss: 0.55376 - accuracy: 0.76026
INFO:RnnAgent:Validating epoch 1 | loss: 0.52551 - accuracy: 0.78555
INFO:RnnAgent:Training epoch 2 | loss: 0.51345 - accuracy: 0.79393
INFO:RnnAgent:Validating epoch 2 | loss: 0.54221 - accuracy: 0.76376
INFO:RnnAgent:Training epoch 3 | loss: 0.49867 - accuracy: 0.80694
INFO:RnnAgent:Validating epoch 3 | loss: 0.50912 - accuracy: 0.79931
INFO:RnnAgent:Training epoch 4 | loss: 0.4815 - accuracy: 0.82688
INFO:RnnAgent:Validating epoch 4 | loss: 0.51271 - accuracy: 0.79587
INFO:RnnAgent:Training epoch 5 | loss: 0.47482 - accuracy: 0.83483
INFO:RnnAgent:Validating epoch 5 | loss: 0.50656 - accuracy: 0.80505
INFO:RnnAgent:Training epoch 6 | loss: 0.46582 - accuracy: 0.84032
INFO:RnnAgent:Validating epoch 6 | loss: 0.50527 - accuracy: 0.80849
INFO:RnnAgent:Training epoch 7 | loss: 0.45376 - accuracy: 0.85723
INFO:RnnAgent:Validating epoch 7 | loss: 0.566 - accuracy: 0.74083
INFO:RnnAgent:Training epoch 8 | loss: 0.45623 - accuracy: 0.85405
INFO:RnnAgent:Validating epoch 8 | loss: 0.50687 - accuracy: 0.8039
INFO:RnnAgent:Training epoch 9 | loss: 0.48441 - accuracy: 0.82009
INFO:RnnAgent:Validating epoch 9 | loss: 0.51396 - accuracy: 0.79472
INFO:RnnAgent:Training epoch 10 | loss: 0.43945 - accuracy: 0.86879
INFO:RnnAgent:Validating epoch 10 | loss: 0.5342 - accuracy: 0.77523
INFO:RnnAgent:Training epoch 11 | loss: 0.43086 - accuracy: 0.88064
INFO:RnnAgent:Validating epoch 11 | loss: 0.51698 - accuracy: 0.79587
INFO:RnnAgent:Training epoch 12 | loss: 0.43357 - accuracy: 0.88367
