INFO:RnnAgent:Aug mode is None, geo is 0.5, small_label is 0 small_prop is 0.5
INFO:RnnAgent:Training epoch 0 | loss: 0.66986 - accuracy: 0.57789
INFO:RnnAgent:Validating epoch 0 | loss: 0.57399 - accuracy: 0.76261
INFO:RnnAgent:Training epoch 1 | loss: 0.53195 - accuracy: 0.77775
INFO:RnnAgent:Validating epoch 1 | loss: 0.53321 - accuracy: 0.76606
INFO:RnnAgent:Training epoch 2 | loss: 0.49929 - accuracy: 0.80549
INFO:RnnAgent:Validating epoch 2 | loss: 0.52515 - accuracy: 0.77752
INFO:RnnAgent:Training epoch 3 | loss: 0.48091 - accuracy: 0.82775
INFO:RnnAgent:Validating epoch 3 | loss: 0.51941 - accuracy: 0.78899
INFO:RnnAgent:Training epoch 4 | loss: 0.48393 - accuracy: 0.82471
INFO:RnnAgent:Validating epoch 4 | loss: 0.5206 - accuracy: 0.78899
INFO:RnnAgent:Training epoch 5 | loss: 0.4602 - accuracy: 0.84884
INFO:RnnAgent:Validating epoch 5 | loss: 0.52259 - accuracy: 0.7844
INFO:RnnAgent:Training epoch 6 | loss: 0.46014 - accuracy: 0.85217
INFO:RnnAgent:Validating epoch 6 | loss: 0.50841 - accuracy: 0.79931
INFO:RnnAgent:Training epoch 7 | loss: 0.45809 - accuracy: 0.85014
INFO:RnnAgent:Validating epoch 7 | loss: 0.50696 - accuracy: 0.8039
INFO:RnnAgent:Training epoch 8 | loss: 0.47052 - accuracy: 0.83584
INFO:RnnAgent:Validating epoch 8 | loss: 0.50862 - accuracy: 0.79587
INFO:RnnAgent:Training epoch 9 | loss: 0.44927 - accuracy: 0.86228
INFO:RnnAgent:Validating epoch 9 | loss: 0.5117 - accuracy: 0.80046
INFO:RnnAgent:Training epoch 10 | loss: 0.45169 - accuracy: 0.85751
INFO:RnnAgent:Validating epoch 10 | loss: 0.51134 - accuracy: 0.79587
INFO:RnnAgent:Training epoch 11 | loss: 0.43717 - accuracy: 0.87442
INFO:RnnAgent:Validating epoch 11 | loss: 0.51863 - accuracy: 0.78899
INFO:RnnAgent:Training epoch 12 | loss: 0.42587 - accuracy: 0.8841
INFO:RnnAgent:Validating epoch 12 | loss: 0.51293 - accuracy: 0.79358
INFO:RnnAgent:Training epoch 13 | loss: 0.41997 - accuracy: 0.89046
INFO:RnnAgent:Validating epoch 13 | loss: 0.5199 - accuracy: 0.79358
INFO:RnnAgent:Training epoch 14 | loss: 0.41648 - accuracy: 0.89436
INFO:RnnAgent:Validating epoch 14 | loss: 0.51667 - accuracy: 0.79472
INFO:RnnAgent:Training epoch 15 | loss: 0.41385 - accuracy: 0.89827
INFO:RnnAgent:Validating epoch 15 | loss: 0.51317 - accuracy: 0.79702
INFO:RnnAgent:Training epoch 16 | loss: 0.41288 - accuracy: 0.9026
INFO:RnnAgent:Validating epoch 16 | loss: 0.51011 - accuracy: 0.79931
INFO:RnnAgent:Training epoch 17 | loss: 0.41291 - accuracy: 0.89711
INFO:RnnAgent:Validating epoch 17 | loss: 0.51569 - accuracy: 0.79817
INFO:RnnAgent:Training epoch 18 | loss: 0.41301 - accuracy: 0.90231
INFO:RnnAgent:Validating epoch 18 | loss: 0.52039 - accuracy: 0.79243
INFO:RnnAgent:Training epoch 19 | loss: 0.40475 - accuracy: 0.90737
INFO:RnnAgent:Validating epoch 19 | loss: 0.5251 - accuracy: 0.7844
INFO:RnnAgent:Training epoch 20 | loss: 0.41035 - accuracy: 0.90217
INFO:RnnAgent:Validating epoch 20 | loss: 0.51344 - accuracy: 0.79817
INFO:RnnAgent:Training epoch 21 | loss: 0.41044 - accuracy: 0.89957
INFO:RnnAgent:Validating epoch 21 | loss: 0.52071 - accuracy: 0.78784
INFO:RnnAgent:Training epoch 22 | loss: 0.39814 - accuracy: 0.91734
INFO:RnnAgent:Validating epoch 22 | loss: 0.50583 - accuracy: 0.80619
INFO:RnnAgent:Training epoch 23 | loss: 0.38899 - accuracy: 0.9224
INFO:RnnAgent:Validating epoch 23 | loss: 0.51689 - accuracy: 0.79472
INFO:RnnAgent:Training epoch 24 | loss: 0.39126 - accuracy: 0.92254
INFO:RnnAgent:Validating epoch 24 | loss: 0.51249 - accuracy: 0.80046
INFO:RnnAgent:Training epoch 25 | loss: 0.38952 - accuracy: 0.92211
INFO:RnnAgent:Validating epoch 25 | loss: 0.52333 - accuracy: 0.79358
INFO:RnnAgent:Training epoch 26 | loss: 0.38603 - accuracy: 0.92572
INFO:RnnAgent:Validating epoch 26 | loss: 0.52186 - accuracy: 0.78899
INFO:RnnAgent:Training epoch 27 | loss: 0.40084 - accuracy: 0.91185
INFO:RnnAgent:Validating epoch 27 | loss: 0.50239 - accuracy: 0.80963
INFO:RnnAgent:Training epoch 28 | loss: 0.38999 - accuracy: 0.92543
INFO:RnnAgent:Validating epoch 28 | loss: 0.5093 - accuracy: 0.79931
INFO:RnnAgent:Training epoch 29 | loss: 0.37955 - accuracy: 0.93237
INFO:RnnAgent:Validating epoch 29 | loss: 0.50211 - accuracy: 0.80963
INFO:RnnAgent:Training epoch 30 | loss: 0.38317 - accuracy: 0.93064
INFO:RnnAgent:Validating epoch 30 | loss: 0.51283 - accuracy: 0.79931
INFO:RnnAgent:Training epoch 31 | loss: 0.38049 - accuracy: 0.93107
INFO:RnnAgent:Validating epoch 31 | loss: 0.49948 - accuracy: 0.80963
INFO:RnnAgent:Training epoch 32 | loss: 0.38214 - accuracy: 0.93035
INFO:RnnAgent:Validating epoch 32 | loss: 0.50162 - accuracy: 0.80963
INFO:RnnAgent:Training epoch 33 | loss: 0.40959 - accuracy: 0.90332
INFO:RnnAgent:Validating epoch 33 | loss: 0.5198 - accuracy: 0.79128
INFO:RnnAgent:Training epoch 34 | loss: 0.39038 - accuracy: 0.92038
INFO:RnnAgent:Validating epoch 34 | loss: 0.50395 - accuracy: 0.80734
INFO:RnnAgent:Training epoch 35 | loss: 0.38023 - accuracy: 0.93382
INFO:RnnAgent:Validating epoch 35 | loss: 0.49663 - accuracy: 0.81766
INFO:RnnAgent:Training epoch 36 | loss: 0.37807 - accuracy: 0.93497
INFO:RnnAgent:Validating epoch 36 | loss: 0.50922 - accuracy: 0.80275
INFO:RnnAgent:Training epoch 37 | loss: 0.37945 - accuracy: 0.93656
INFO:RnnAgent:Validating epoch 37 | loss: 0.51015 - accuracy: 0.80046
INFO:RnnAgent:Training epoch 38 | loss: 0.37405 - accuracy: 0.93728
INFO:RnnAgent:Validating epoch 38 | loss: 0.50738 - accuracy: 0.8039
INFO:RnnAgent:Training epoch 39 | loss: 0.37364 - accuracy: 0.93844
INFO:RnnAgent:Validating epoch 39 | loss: 0.50736 - accuracy: 0.80275
INFO:RnnAgent:Training epoch 40 | loss: 0.37689 - accuracy: 0.93454
INFO:RnnAgent:Validating epoch 40 | loss: 0.50959 - accuracy: 0.79931
INFO:RnnAgent:Training epoch 41 | loss: 0.37577 - accuracy: 0.93642
INFO:RnnAgent:Validating epoch 41 | loss: 0.5077 - accuracy: 0.80619
INFO:RnnAgent:Training epoch 42 | loss: 0.37095 - accuracy: 0.9409
INFO:RnnAgent:Validating epoch 42 | loss: 0.50326 - accuracy: 0.80849
INFO:RnnAgent:Training epoch 43 | loss: 0.37584 - accuracy: 0.93844
INFO:RnnAgent:Validating epoch 43 | loss: 0.51161 - accuracy: 0.80046
INFO:RnnAgent:Training epoch 44 | loss: 0.38269 - accuracy: 0.9289
INFO:RnnAgent:Validating epoch 44 | loss: 0.54714 - accuracy: 0.76835
INFO:RnnAgent:Training epoch 45 | loss: 0.37866 - accuracy: 0.93309
INFO:RnnAgent:Validating epoch 45 | loss: 0.53671 - accuracy: 0.77523
INFO:RnnAgent:Training epoch 46 | loss: 0.38337 - accuracy: 0.92803
INFO:RnnAgent:Validating epoch 46 | loss: 0.50886 - accuracy: 0.8039
INFO:RnnAgent:Training epoch 47 | loss: 0.37033 - accuracy: 0.94176
INFO:RnnAgent:Validating epoch 47 | loss: 0.50807 - accuracy: 0.8039
INFO:RnnAgent:Training epoch 48 | loss: 0.36706 - accuracy: 0.94538
INFO:RnnAgent:Validating epoch 48 | loss: 0.51088 - accuracy: 0.79817
INFO:RnnAgent:Training epoch 49 | loss: 0.37628 - accuracy: 0.94205
INFO:RnnAgent:Validating epoch 49 | loss: 0.51603 - accuracy: 0.79472
INFO:RnnAgent:Aug mode is synonym, geo is 0.1, small_label is 0 small_prop is 0.5
INFO:RnnAgent:Training epoch 0 | loss: 0.63679 - accuracy: 0.65925
INFO:RnnAgent:Validating epoch 0 | loss: 0.54998 - accuracy: 0.76376
INFO:RnnAgent:Training epoch 1 | loss: 0.49588 - accuracy: 0.81272
INFO:RnnAgent:Validating epoch 1 | loss: 0.55869 - accuracy: 0.75229
INFO:RnnAgent:Training epoch 2 | loss: 0.47228 - accuracy: 0.83873
INFO:RnnAgent:Validating epoch 2 | loss: 0.60419 - accuracy: 0.70298
INFO:RnnAgent:Training epoch 3 | loss: 0.47316 - accuracy: 0.83309
INFO:RnnAgent:Validating epoch 3 | loss: 0.55331 - accuracy: 0.74541
INFO:RnnAgent:Training epoch 4 | loss: 0.45043 - accuracy: 0.85708
INFO:RnnAgent:Validating epoch 4 | loss: 0.52408 - accuracy: 0.7844
INFO:RnnAgent:Training epoch 5 | loss: 0.43938 - accuracy: 0.86734
INFO:RnnAgent:Validating epoch 5 | loss: 0.53322 - accuracy: 0.77179
INFO:RnnAgent:Training epoch 6 | loss: 0.43619 - accuracy: 0.87225
INFO:RnnAgent:Validating epoch 6 | loss: 0.56418 - accuracy: 0.74197
INFO:RnnAgent:Training epoch 7 | loss: 0.42626 - accuracy: 0.88251
INFO:RnnAgent:Validating epoch 7 | loss: 0.57975 - accuracy: 0.72592
INFO:RnnAgent:Training epoch 8 | loss: 0.4286 - accuracy: 0.88382
INFO:RnnAgent:Validating epoch 8 | loss: 0.50984 - accuracy: 0.79587
